id,ACT_INAC,Calc_Acres,Contact,DATE_ISS,FeatCLS,MINE_STATU,National_I,ORIG_PERM,PERM_ACT,PER_NAME,PER_TYPE,PermitNo,QUAD_DESC,REGION_DES,Shape_Leng,Source,Type_Flag
00000000000000001ab4,Released,1.51864108,KY Division of Mine Permits,"453452400000",SF,RC,KY8985055,"8985055",NW      05/15/1984,T C H COAL CO,PERMANENT,"8985055",MILLARD,PIKEVILLE,1081.44469932,KGS Project,INACT
00000000000000001ad2,Released,126.97720132,KY Division of Mine Permits,"502617600000",SF,RC,KY8985119,"8985119",MI      12/09/1987  NW      12/05/1985,REDBONE COAL COMPANY INC,PERMANENT,"8985119",MILLARD,PIKEVILLE,15965.0395944,KGS Project,INACT
00000000000000001ad4,Released,7.60153632,KY Division of Mine Permits,"466239600000",SF,RC,KY8985124,"8985081",AM      02/18/1986  SU      10/10/1984,WELLMORE COAL CORPORATION DBA THE BLACK DIAMOND CO,PERMANENT,"8985124",MILLARD,PIKEVILLE,4969.93972312,KGS Project,INACT
00000000000000001ad9,Released,6.85426199,KY Division of Mine Permits,"525682800000",SF,RC,KY8985131,"8985131",MI      04/21/1995  MA      09/04/1990  AM      04/05/1988,WELLMORE COAL CORPORATION DBA THE BLACK DIAMOND CO,PERMANENT,"8985131",MILLARD,PIKEVILLE,11391.1853977,KGS Project,INACT
00000000000000001aeb,Released,19.41775438,KY Division of Mine Permits,"492332400000",SF,RC,KY8985182,"0985152",FR      09/05/1995  AM      05/31/1991  RN      06/25/1990,HICKORY HILL DEVELOPMENT CORP,PERMANENT,"8985182",MILLARD,PIKEVILLE,36611.4434451,KGS Project,INACT
00000000000000001af4,Released,10.23541784,KY Division of Mine Permits,"513331200000",SF,RC,KY8985210,"8985210",MI      04/25/1997  MT      12/17/1993  AM      06/03/1991,EAST KENTUCKY COLLIERIES INC,PERMANENT,"8985210",MILLARD,PIKEVILLE,3567.21862961,KGS Project,INACT
00000000000000001afc,Released,18.73737491,KY Division of Mine Permits,"553158000000",SF,RC,KY8985235,"8985235",MT      06/06/1995  MI      05/09/1995  MI      04/01/1994,REDBONE COAL COMPANY INC,PERMANENT,"8985235",MILLARD,PIKEVILLE,7425.96855604,KGS Project,INACT
00000000000000001b07,Released,80.38261013,KY Division of Mine Permits,"537177600000",SF,RC,KY8985271,"8985271",MI      11/17/1993  MI      03/27/1992  MI      04/30/1991,ELDORADO COAL COMPANY INC,PERMANENT,"8985271",MILLARD,PIKEVILLE,52371.6284295,KGS Project,INACT
00000000000000001b0e,Released,16.87978161,KY Division of Mine Permits,"571564800000",SF,RC,KY8985284,"8985284",MI      06/21/1991  MI      07/22/1988  NW      02/11/1988,WELLMORE COAL CORPORATION DBA THE BLACK DIAMOND CO,PERMANENT,"8985284",MILLARD,PIKEVILLE,29173.2751574,KGS Project,INACT
00000000000000001b28,Released,2.89059231,KY Division of Mine Permits,"751791600000",SF,RC,KY8985376,"8985376",NC      06/04/1996  NC      05/02/1995  MI      10/24/1994,MCCOY ELKHORN COAL CORPORATION,PERMANENT,"8985376",MILLARD,PIKEVILLE,5949.8688193,KGS Project,INACT
00000000000000001b29,Released,4.88413842,KY Division of Mine Permits,"618476400000",SF,RC,KY8985377,"8985377",MT      09/20/1991  MI      04/12/1990  NW      08/07/1989,ELDORADO COAL COMPANY INC,PERMANENT,"8985377",MILLARD,PIKEVILLE,7322.19340351,KGS Project,INACT
00000000000000001b2b,Released,6.85329581,KY Division of Mine Permits,"585990000000",SF,RC,KY8985380,"8985380",MI      11/05/1991  MT      03/07/1991  AM      11/16/1989,APPLETON & RATLIFF COAL CORPORATION INC,PERMANENT,"8985380",MILLARD,PIKEVILLE,7463.47058999,KGS Project,INACT
00000000000000001b46,Released,15.68465857,KY Division of Mine Permits,"634291200000",SF,RC,KY8985442,"0985350",MT      09/18/1992  RN      06/13/1990  SU      02/06/1990,HICKORY HILL DEVELOPMENT CORP,PERMANENT,"8985442",MILLARD,PIKEVILLE,10731.4131792,KGS Project,INACT
00000000000000001b50,Released,13.13146655,KY Division of Mine Permits,"645174000000",SF,RC,KY8985459,"2985108",SU      06/12/1990,HICKORY HILL DEVELOPMENT CORP,PERMANENT,"8985459",MILLARD,PIKEVILLE,8346.67951158,KGS Project,INACT
00000000000000001b65,Released,0.9894861,KY Division of Mine Permits,"665308800000",SF,RC,KY8985504,"8985504",MT      09/01/1993  MI      03/05/1992  NW      01/31/1991,CARDINAL FUEL SALES CORP,PERMANENT,"8985504",MILLARD,PIKEVILLE,868.13803617,KGS Project,INACT
00000000000000001b67,Released,18.51083882,KY Division of Mine Permits,"676537200000",SF,RC,KY8985507,"8985507",MT      03/23/1994  AM      06/08/1992  NW      06/10/1991,REDBONE COAL COMPANY INC,PERMANENT,"8985507",MILLARD,PIKEVILLE,21972.0706201,KGS Project,INACT
00000000000000001b68,Released,3.70776668,KY Division of Mine Permits,"663926400000",SF,RC,KY8985512,"8985512",MT      07/09/1993  NW      01/15/1991,ALPHA RECLAMATION CONTRACTING INC,PERMANENT,"8985512",MILLARD,PIKEVILLE,4536.71130136,KGS Project,INACT
00000000000000001b84,Released,21.0549097,KY Division of Mine Permits,"712566000000",SF,RC,KY8985616,"0985410",MI  11  09/15/2009  MI  10  11/25/2008  MA   9  03/05/2007,MCCOY ELKHORN COAL CORPORATION,PERMANENT,"8985616",MILLARD,PIKEVILLE,21686.787446,KGS Project,INACT
00000000000000001b8b,Released,23.76776762,KY Division of Mine Permits,"730022400000",SF,RC,KY8985638,"8985638",AM      01/05/1995  NW      02/18/1993,WELLMORE COAL CORPORATION DBA THE BLACK DIAMOND CO,PERMANENT,"8985638",MILLARD,PIKEVILLE,10386.3550885,KGS Project,INACT
00000000000000001b9d,Released,15.89010671,KY Division of Mine Permits,"750063600000",SF,RC,KY8985662,"8985546",MT      06/06/1995  SU      10/08/1993,NEW RIDGE MINING COMPANY,PERMANENT,"8985662",MILLARD,PIKEVILLE,10916.1142834,KGS Project,INACT
00000000000000001bbd,Released,42.21828351,KY Division of Mine Permits,"753350400000",SF,RC,KY8985731,"8985169",MT      08/11/1995  MI      06/06/1995  MI      02/27/1995,PRIMARY ENERGIES CORPORATION,PERMANENT,"8985731",MILLARD,PIKEVILLE,10078.4816612,KYDMP,INACT
00000000000000001bf8,Released,16.67087286,KY Division of Mine Permits,"806223600000",SF,RC,KY8985863,"8985590",MT      04/04/1996  SU      07/20/1995,WELLMORE COAL CORPORATION DBA THE BLACK DIAMOND CO,PERMANENT,"8985863",MILLARD,PIKEVILLE,10444.0894034,KGS Project,INACT
00000000000000001c51,Released,22.01316449,KY Division of Mine Permits,"1095404400000",SF,RC,KY8987069,"8987022",MT   4  02/12/2009  RN   3  04/18/2007  MT   3  06/14/2005,MCCOY ELKHORN COAL CORPORATION,PERMANENT,"8987069",MILLARD,PIKEVILLE,24511.3717813,KYDMP,INACT
00000000000000001c9f,Released,15.38584553,KY Division of Mine Permits,"1366614000000",SF,RC,KY8988174,"2988050",MA   4  02/10/2017  MT   7  07/28/2016  RN   6  08/01/2014,CCI SLONES BRANCH TERMINAL LLC,PERMANENT,"8988174",MILLARD,PIKEVILLE,5453.13958036,KYDMP,INACT
00000000000000001cd5,Released,64.12101285,KY Division of Mine Permits,"1014969600000",SF,RC,KY8989123,"8989006",SU   1  03/01/2002,AEP KENTUCKY COAL LLC,PERMANENT,"8989123",MILLARD,PIKEVILLE,9947.28820629,KYDMP,INACT
00000000000000001cdc,Released,35.65974698,KY Division of Mine Permits,"1098428400000",SF,RC,KY8989133,"8989060",MT   4  08/04/2009  RN   3  03/27/2008  MT   3  11/21/2005,MCCOY ELKHORN COAL CORPORATION,PERMANENT,"8989133",MILLARD,PIKEVILLE,5713.8246914,KYDMP,INACT
0000000000000000297d,Released,7.59011288,KY Division of Mine Permits,"273826800000",SF,RC,KY0980026,"0980026",NW      09/05/1978,MARY MOUNTS COAL COMPANY INC,INTERIM,"0980026",MILLARD,PIKEVILLE,14240.523426,KGS Project,INACT
0000000000000000297e,Released,38.72363218,KY Division of Mine Permits,"275814000000",SF,RC,KY0980042,"0980042",MA      12/09/1987  RV      11/01/1984  NW      09/28/1978,SHELBY FUEL CORP,INTERIM,"0980042",MILLARD,PIKEVILLE,9820.75979654,KGS Project,INACT
"00000000000000002980",Released,3.08033406,KY Division of Mine Permits,"290419200000",SF,RC,KY0980058,"0980058",NW      03/16/1979,HELENA COAL CO,INTERIM,"0980058",MILLARD,PIKEVILLE,4591.23838824,KGS Project,INACT
000000000000000029b0,Released,150.01633606,KY Division of Mine Permits,"344851200000",SF,RC,KY0980129,"0980129",MI      02/05/1990  MA      07/12/1988  RV      04/10/1987,TAG COAL CORP,INTERIM,"0980129",MILLARD,PIKEVILLE,109892.798223,KGS Project,INACT
000000000000000029bd,Released,2.96330945,KY Division of Mine Permits,"349430400000",SF,RC,KY0980145,"0980145",NW      01/27/1981,APPALACHIA AGGREGATES INC,INTERIM,"0980145",MILLARD,PIKEVILLE,4624.84889436,KGS Project,INACT
000000000000000029be,Released,2.53688675,KY Division of Mine Permits,"358498800000",SF,RC,KY0980149,"0980149",NW      05/12/1981,DAN WALTERS DEVELOPMENT CO,INTERIM,"0980149",MILLARD,PIKEVILLE,2232.52261424,KGS Project,INACT
000000000000000029c2,Released,147.35708531,KY Division of Mine Permits,"358498800000",SF,RC,KY0980155,"0980155",AM      07/19/1982  NW      05/12/1981,ROCKSTORE MINING CO,INTERIM,"0980155",MILLARD,PIKEVILLE,24888.452386,KGS Project,INACT
"000000000000000029d0",Released,13.24442171,KY Division of Mine Permits,"416217600000",SF,RC,KY0980177,"0980177",NW      03/11/1983,TRIPLE T COAL COMPANY INC,INTERIM,"0980177",MILLARD,PIKEVILLE,9666.32809172,KGS Project,INACT
000000000000000029dd,Released,62.95376976,KY Division of Mine Permits,"395910000000",SF,RC,KY0980193,"0980193",NW      07/19/1982,MARTIN MINING COMPANY INC,INTERIM,"0980193",MILLARD,PIKEVILLE,63454.0468412,KGS Project,INACT
000000000000000029ea,Released,184.21315955,KY Division of Mine Permits,"395910000000",SF,RC,KY0980218,"0980218",NW      07/19/1982,TAG COAL CORP,INTERIM,"0980218",MILLARD,PIKEVILLE,33655.0274885,KGS Project,INACT
000000000000000029eb,Released,2.82355907,KY Division of Mine Permits,"395478000000",SF,RC,KY0980219,"0980219",NW      07/14/1982,JAMES THOMPSON,INTERIM,"0980219",MILLARD,PIKEVILLE,2614.59285902,KGS Project,INACT
000000000000000029f0,Released,3.00875123,KY Division of Mine Permits,"396514800000",SF,RC,KY0980229,"0980229",NW      07/26/1982,BOBBY COLEMAN,INTERIM,"0980229",MILLARD,PIKEVILLE,4664.61581241,KGS Project,INACT
000000000000000029f8,Released,19.28088579,KY Division of Mine Permits,"394873200000",SF,RC,KY0980239,"0980239",NW      07/07/1982,T C H COAL CO,INTERIM,"0980239",MILLARD,PIKEVILLE,22256.0092023,KGS Project,INACT
00000000000000002a06,Released,6.27888124,KY Division of Mine Permits,"276937200000",SF,RC,KY0985004,"0985004",RV      10/25/1982  NW      10/11/1978,HOPKINS CREEK COAL CO,INTERIM,"0985004",MILLARD,PIKEVILLE,12723.300221,KGS Project,INACT
00000000000000002a10,Released,1.91175583,KY Division of Mine Permits,"281952000000",SF,RC,KY0985025,"0985025",NW      12/08/1978,SOUTHERN ELKHORN COAL CORP,INTERIM,"0985025",MILLARD,PIKEVILLE,4206.69444379,KGS Project,INACT
00000000000000002a2d,Released,12.51551384,KY Division of Mine Permits,"307090800000",SF,RC,KY0985073,"0985073",NW      09/25/1979,KIMPER ENERGY & DEV INC,INTERIM,"0985073",MILLARD,PIKEVILLE,24339.2047783,KGS Project,INACT
00000000000000002a3a,Released,8.63178046,KY Division of Mine Permits,"309164400000",SF,RC,KY0985092,"0985092",NW      10/19/1979,TRIPLE T COAL CO INC,INTERIM,"0985092",MILLARD,PIKEVILLE,14524.8442432,KGS Project,INACT
00000000000000002a4e,Released,2.37246422,KY Division of Mine Permits,"313315200000",SF,RC,KY0985122,"0985122",NW      12/06/1979,TRIPLE T COAL CO INC,INTERIM,"0985122",MILLARD,PIKEVILLE,5193.95839732,KGS Project,INACT
00000000000000002a52,Released,9.27341144,KY Division of Mine Permits,"317548800000",SF,RC,KY0985127,"0985127",NW      01/24/1980,IKE COAL COMPANY INC,INTERIM,"0985127",MILLARD,PIKEVILLE,7008.16647949,KGS Project,INACT
00000000000000002a68,Released,8.47671864,KY Division of Mine Permits,"324806400000",SF,RC,KY0985155,"0985155",MI      10/12/1987  NW      04/17/1980,TRIPLE T COAL CO INC,INTERIM,"0985155",MILLARD,PIKEVILLE,18806.3905068,KGS Project,INACT
00000000000000002a6d,Released,0.84356229,KY Division of Mine Permits,"327135600000",SF,RC,KY0985163,"0985163",NW      05/14/1980,FAITH COAL SALES INC,INTERIM,"0985163",MILLARD,PIKEVILLE,1919.06493818,KGS Project,INACT
00000000000000002a79,Released,34.57516741,KY Division of Mine Permits,"332406000000",SF,RC,KY0985182,"0985182",RV      06/05/1981  AM      10/27/1980  NW      07/14/1980,TRIPLE T COAL CO INC,INTERIM,"0985182",MILLARD,PIKEVILLE,53233.8227529,KGS Project,INACT
00000000000000002a80,Released,1.87933834,KY Division of Mine Permits,"339750000000",SF,RC,KY0985204,"0985204",NW      10/07/1980,FAITH COAL SALES INC,INTERIM,"0985204",MILLARD,PIKEVILLE,3657.9100598,KGS Project,INACT
00000000000000002aa5,Released,2.15631303,KY Division of Mine Permits,"346406400000",SF,RC,KY0985256,"0985256",NW      12/23/1980,LONG FORK COAL CORP,INTERIM,"0985256",MILLARD,PIKEVILLE,1872.99140571,KGS Project,INACT
00000000000000002ab5,Released,3.45383385,KY Division of Mine Permits,"353232000000",SF,RC,KY0985274,"0985274",NW      03/12/1981,FAITH COAL SALES INC,INTERIM,"0985274",MILLARD,PIKEVILLE,6070.44206677,KGS Project,INACT
00000000000000002acd,Released,1.75141203,KY Division of Mine Permits,"355996800000",SF,RC,KY0985301,"0985301",RV      08/11/1982  NW      04/13/1981,BELCHER & MULLINS COAL CO,INTERIM,"0985301",MILLARD,PIKEVILLE,2287.60962508,KGS Project,INACT
00000000000000002ad6,Released,4.2644933,KY Division of Mine Permits,"358585200000",SF,RC,KY0985316,"0985316",RV      01/26/1983  RV      12/29/1981  NW      05/13/1981,MAC MINING CO,INTERIM,"0985316",MILLARD,PIKEVILLE,4659.7907882,KGS Project,INACT
00000000000000002ad9,Released,15.0220254,KY Division of Mine Permits,"360226800000",SF,RC,KY0985320,"0985320",AM      11/09/1981  NW      06/01/1981,WELLMORE COAL CORPORATION DBA THE BLACK DIAMOND CO,INTERIM,"0985320",MILLARD,PIKEVILLE,7501.00955789,KGS Project,INACT
00000000000000002adc,Released,2.57083138,KY Division of Mine Permits,"360572400000",SF,RC,KY0985324,"0985324",SU      06/05/1981,ROWE & WARD COAL CO INC,INTERIM,"0985324",MILLARD,PIKEVILLE,3502.28430994,KGS Project,INACT
00000000000000002ae3,Released,1.58323075,KY Division of Mine Permits,"366879600000",SF,RC,KY0985334,"0985334",RV      04/22/1986  RV      04/05/1982  NW      08/17/1981,TRIPLE T COAL COMPANY INC,INTERIM,"0985334",MILLARD,PIKEVILLE,1753.57654845,KGS Project,INACT
00000000000000002aee,Released,5.35375935,KY Division of Mine Permits,"370594800000",SF,RC,KY0985346,"0985346",NW      09/29/1981,HICKORY HILL DEVELOPMENT CORP,INTERIM,"0985346",MILLARD,PIKEVILLE,8608.21316072,KGS Project,INACT
00000000000000002aef,Released,3.00411442,KY Division of Mine Permits,"374313600000",SF,RC,KY0985347,"0985347",NW      11/11/1981,UTILITY COALS COMPANY,INTERIM,"0985347",MILLARD,PIKEVILLE,3110.29193252,KGS Project,INACT
00000000000000002af7,Released,6.91600386,KY Division of Mine Permits,"378460800000",SF,RC,KY0985356,"0985356",RV      03/31/1982  NW      12/29/1981,HICKORY HILL DEVELOPMENT CORP,INTERIM,"0985356",MILLARD,PIKEVILLE,12312.9669666,KGS Project,INACT
00000000000000002b18,Released,4.68080944,KY Division of Mine Permits,"395910000000",SF,RC,KY0985412,"0985412",NW      07/19/1982,RIVER HURRICANE COAL CO INC,INTERIM,"0985412",MILLARD,PIKEVILLE,2636.81124646,KGS Project,INACT
00000000000000002b70,Released,21.70699855,KY Division of Mine Permits,"333788400000",SF,RC,KY0989003,"0989003",NW      07/30/1980,T C H COAL CO,INTERIM,"0989003",MILLARD,PIKEVILLE,5369.72966288,KGS Project,INACT
00000000000000002b7b,Released,18.64272076,KY Division of Mine Permits,"372063600000",SF,RC,KY0989016,"0989016",NW      10/16/1981,COAL PREPARATION INC,INTERIM,"0989016",MILLARD,PIKEVILLE,7846.80458231,KGS Project,INACT
00000000000000002b7c,Released,5.66383054,KY Division of Mine Permits,"385977600000",SF,RC,KY0989017,"0989017",NW      03/26/1982,T C H COAL CO,INTERIM,"0989017",MILLARD,PIKEVILLE,3658.59760056,KGS Project,INACT
00000000000000002ce3,Released,4.63635104,KY Division of Mine Permits,"177750000000",SF,RC,KY208374X,208374X,NW      08/20/1975,EAST KENTUCKY COLLIERIES INC,PRE LAW,208374X,MILLARD,PIKEVILLE,6083.41694337,KGS Project,INACT
"00000000000000002e32",Released,27.77749513,KY Division of Mine Permits,"106297200000",SF,RC,KY264272X,264272X,NW      05/15/1973,T C H COAL CO,PRE LAW,264272X,MILLARD,PIKEVILLE,23049.195892,KGS Project,INACT
"00000000000000002e33",Released,39.14773336,KY Division of Mine Permits,"136623600000",SF,RC,KY264273X,264273X,NW      05/01/1974,T C H COAL CO,PRE LAW,264273X,MILLARD,PIKEVILLE,33316.1994402,KGS Project,INACT
00000000000000002f48,Released,83.87202155,KY Division of Mine Permits,"317548800000",SF,RC,KY2980924,"2980924",MA      12/09/1987  RV      01/11/1984  NW      01/24/1980,SHELBY FUEL CORP,INTERIM,"2980924",MILLARD,PIKEVILLE,33748.6270923,KGS Project,INACT
00000000000000002f77,Released,3.34246783,KY Division of Mine Permits,"287827200000",SF,RC,KY2985081,"2985081",AM      02/14/1979,IKE COAL COMPANY INC,INTERIM,"2985081",MILLARD,PIKEVILLE,2304.26429173,KGS Project,INACT
00000000000000002fb4,Released,1.12544109,KY Division of Mine Permits,"292838400000",SF,RC,KY2985226,"2985226",NW      04/13/1979,STANDARD SIGN & SIGNAL CO,INTERIM,"2985226",MILLARD,PIKEVILLE,1146.2895276,KGS Project,INACT
00000000000000002ff2,Released,5.85216982,KY Division of Mine Permits,"290419200000",SF,RC,KY2985359,"2985359",NW      03/16/1979,B M C COAL CO,INTERIM,"2985359",MILLARD,PIKEVILLE,8348.49739531,KGS Project,INACT
00000000000000002ff9,Released,11.26331452,KY Division of Mine Permits,"324806400000",SF,RC,KY2985380,"2985380",NW      04/17/1980,TRIPLE T COAL CO INC,INTERIM,"2985380",MILLARD,PIKEVILLE,24796.9110362,KGS Project,INACT
"00000000000000003001",Released,8.48231229,KY Division of Mine Permits,"308386800000",SF,RC,KY2985394,"2985394",NW      10/10/1979,CABIN KNOLL COAL CO,INTERIM,"2985394",MILLARD,PIKEVILLE,10598.6985139,KGS Project,INACT
"00000000000000003036",Released,45.38327472,KY Division of Mine Permits,"138438000000",SF,RC,KY314873X,314873X,NW      05/22/1974,A & E COAL CO,PRE LAW,314873X,MILLARD,PIKEVILLE,38629.6411027,KGS Project,INACT
"00000000000000003057",Released,2.28176733,KY Division of Mine Permits,"143276400000",SF,RC,KY322774X,322774X,NW      01/01/1976  NW      07/17/1974,B J & C COAL SALES,PRE LAW,322774X,MILLARD,PIKEVILLE,2195.24379693,KGS Project,INACT
0000000000000000307f,Released,53.11962304,KY Division of Mine Permits,"159523200000",SF,RC,KY367174X,367174X,NW      01/21/1975,A & C COAL CO,PRE LAW,367174X,MILLARD,PIKEVILLE,60221.0450883,KGS Project,INACT
"00000000000000000360",Released,34.0821964,KY Division of Mine Permits,"243154800000",SF,RC,KY621377X,621377X,NW      09/15/1977,CAVE RUN MINING CO,PRE LAW,621377X,OLDTOWN,PRESTONSBURG,17824.4250305,KGS Project,INACT
000000000000000004de,Released,82.14840843,KY Division of Mine Permits,"258969600000",SF,RC,KY701477X,701477X,NW      03/17/1978,FORD ENERGY CORP,PRE LAW,701477X,OLDTOWN,PRESTONSBURG,53701.9977798,KGS Project,INACT
"00000000000000002099",Released,62.38449924,KY Division of Mine Permits,"282297600000",SF,RC,KY0300011,"0300011",NW      12/12/1978,DENTON COAL CO,INTERIM,"0300011",PHILPOT,MADISONVILLE,14688.1514513,KGS Project,INACT
"00000000000000000039",Released,55.3123835,KY Division of Mine Permits,"197625600000",SF,RC,KY449775X,449775X,NW      04/06/1976,NORTHERN COAL CORP,PRE LAW,449775X,REDBUSH,PRESTONSBURG,17980.4767174,KGS Project,INACT
"00000000000000000048",Released,5.83818792,KY Division of Mine Permits,"455180400000",SF,RC,KY4580075,"0580075",MA      07/11/1994  NW      06/04/1984,TIGORA MINING COMPANY,PERMANENT,"4580075",REDBUSH,PRESTONSBURG,3431.32526721,KGS Project,INACT
000000000000000001f6,Released,32.64060976,KY Division of Mine Permits,"216633600000",SF,RC,KY511576X,511576X,NW      11/12/1976,ADDINGTON BROS MINING INC,PRE LAW,511576X,REDBUSH,PRESTONSBURG,19303.0291255,KGS Project,INACT
"00000000000000000205",Released,21.49627408,KY Division of Mine Permits,"217584000000",SF,RC,KY516376X,516376X,NW      11/23/1976,HARDY COAL CO,PRE LAW,516376X,REDBUSH,PRESTONSBURG,23586.2099712,KGS Project,INACT
"00000000000000000226",Released,65.90450147,KY Division of Mine Permits,"219398400000",SF,RC,KY525376X,525376X,NW      12/14/1976,TEMCO COAL CO INC,PRE LAW,525376X,REDBUSH,PRESTONSBURG,69274.6658525,KGS Project,INACT
0000000000000000025f,Released,28.34509958,KY Division of Mine Permits,"226224000000",SF,RC,KY546976X,546976X,NW      03/03/1977,CAL GLO COAL INC,PRE LAW,546976X,REDBUSH,PRESTONSBURG,35301.4090788,KGS Project,INACT
000000000000000002da,Released,55.46319399,KY Division of Mine Permits,"236502000000",SF,RC,KY589176X,589176X,NW      06/30/1977,TEMCO COAL CO INC,PRE LAW,589176X,REDBUSH,PRESTONSBURG,19170.5039418,KGS Project,INACT
0000000000000000034a,Released,53.60024267,KY Division of Mine Permits,"241858800000",SF,RC,KY617077X,617077X,NW      08/31/1977,HY GRADE COAL CO,PRE LAW,617077X,REDBUSH,PRESTONSBURG,17219.8104806,KGS Project,INACT
"00000000000000000369",Released,30.17402368,KY Division of Mine Permits,"243586800000",SF,RC,KY624277X,624277X,NW      09/20/1977,HY GRADE COAL CO,PRE LAW,624277X,REDBUSH,PRESTONSBURG,12972.2646351,KGS Project,INACT
000000000000000003a1,Released,24.37512239,KY Division of Mine Permits,"247996800000",SF,RC,KY639777X,639777X,NW      11/10/1977,FLAT TOP MINING INC,PRE LAW,639777X,REDBUSH,PRESTONSBURG,6247.81400333,KGS Project,INACT
000000000000000003b6,Released,85.0498487,KY Division of Mine Permits,"249120000000",SF,RC,KY645977X,645977X,NW      11/23/1977,TEMCO COAL CO INC,PRE LAW,645977X,REDBUSH,PRESTONSBURG,24341.3822955,KGS Project,INACT
"000000000000000003e9",Released,59.26160566,KY Division of Mine Permits,"251452800000",SF,RC,KY655877X,655877X,NW      12/20/1977,TEMCO COAL CO INC,PRE LAW,655877X,REDBUSH,PRESTONSBURG,21676.7796875,KGS Project,INACT
"00000000000000000468",Released,31.29594274,KY Division of Mine Permits,"255254400000",SF,RC,KY683777X,683777X,NW      02/02/1978,J & E COAL CO INC,PRE LAW,683777X,REDBUSH,PRESTONSBURG,15798.3045969,KGS Project,INACT
00000000000000000d7d,Released,82.60504941,KY Division of Mine Permits,"631526400000",SF,RC,KY8580120,"8580120",MI   1  11/03/2000  MT      04/16/1993  AM      03/19/1991,MINE RITE COAL CO INC,PERMANENT,"8580120",REDBUSH,PRESTONSBURG,34191.0517593,KYDMP,INACT
"00000000000000000d86",Released,117.63919363,KY Division of Mine Permits,"805014000000",SF,RC,KY8580138,"8580138",MI      12/11/1998  MT      07/17/1998  MI      06/08/1998,MINE RITE COAL CO INC,PERMANENT,"8580138",REDBUSH,PRESTONSBURG,48763.0286927,KGS Project,INACT
"00000000000000000d87",Released,141.69216301,KY Division of Mine Permits,"771058800000",SF,RC,KY8580143,"8580003",MA   7  06/12/2000  NC      01/26/1996  SU      06/08/1994,ADDINGTON ENTERPRISES INC,PERMANENT,"8580143",REDBUSH,PRESTONSBURG,74396.8067239,KYDMP,INACT
"00000000000000000d90",Released,123.15850834,KY Division of Mine Permits,"1002178800000",SF,RC,KY8580167,"8580167",MI   3  09/08/2005  MI   1  04/09/2004  MT   1  10/18/2004,D & A EQUIPMENT INC,PERMANENT,"8580167",REDBUSH,PRESTONSBURG,42882.124936,KYDMP,INACT
"00000000000000000d94",Released,33.25859556,KY Division of Mine Permits,"1071129600000",SF,RC,KY8580172,"8580172",MI   1  07/27/2011  NW   1  12/11/2003,MINE RITE COAL CO INC,PERMANENT,"8580172",REDBUSH,PRESTONSBURG,7096.09478729,DMP E_Shape,INACT
"00000000000000000d98",Released,84.14396219,KY Division of Mine Permits,"1108972800000",SF,RC,KY8580178,"8580178",MI   3  09/14/2012  MI   2  12/21/2011  MI   1  12/18/2009,MINE RITE COAL CO INC,PERMANENT,"8580178",REDBUSH,PRESTONSBURG,29953.6892751,DMP E_Shape,INACT
00000000000000000d9b,Released,19.02184474,KY Division of Mine Permits,"1147158000000",SF,RC,KY8580186,"8580186",MT   1  07/24/2008  MI   1  02/18/2008  NW   1  05/09/2006,MINE RITE COAL CO INC,PERMANENT,"8580186",REDBUSH,PRESTONSBURG,9869.05604826,DMP E_Shape,INACT
00000000000000000d9c,Released,164.50773592,KY Division of Mine Permits,"1171612800000",SF,RC,KY8580187,"8580187",MT   2  02/07/2014  MI   4  09/19/2012  MI   3  04/05/2012,MINE RITE COAL CO INC,PERMANENT,"8580187",REDBUSH,PRESTONSBURG,53284.1113875,KYDMP,INACT
00000000000000000d9f,Released,87.7231527,KY Division of Mine Permits,"1131436800000",SF,RC,KY8580197,"8580056",SU   3  11/08/2005,LCC KENTUCKY LLC,PERMANENT,"8580197",REDBUSH,PRESTONSBURG,58448.0285218,KYDMP,INACT
00000000000000000daa,Released,97.51205617,KY Division of Mine Permits,"1254207600000",SF,RC,KY8580227,"8580227",MT   2  03/14/2014  MT   1  11/09/2011  AM   1  03/24/2011,"DAVIS ENERGY, LLC",PERMANENT,"8580227",REDBUSH,PRESTONSBURG,23163.4319336,KYDMP,INACT
00000000000000000dab,Released,40.4555615,KY Division of Mine Permits,"1358841600000",SF,RC,KY8580233,"8580233",MI   2  12/05/2018  MT   2  12/21/2017  MTS   1  08/31/201,MINE RITE COAL CO INC,PERMANENT,"8580233",REDBUSH,PIKEVILLE,15473.0641345,CHIA,INACT
00000000000000000dac,Released,52.57219117,KY Division of Mine Permits,"1327305600000",SF,RC,KY8580237,"8580237",MT   2  02/02/2015  MT   1  01/17/2014  NW   1  01/23/2012,REDBUD MINING LLC,PERMANENT,"8580237",REDBUSH,PRESTONSBURG,13189.1143764,CHIA,INACT
"00000000000000001609",Released,731.95392177,KY Division of Mine Permits,"939884400000",SF,RC,KY8880079,"8880079",MT   2  02/07/2012  FR   2  12/08/2011  RN   2  09/24/2010,MINE RITE COAL CO INC,PERMANENT,"8880079",REDBUSH,PRESTONSBURG,44964.7908818,KYDMP,INACT
0000000000000000160c,Released,13.14157038,KY Division of Mine Permits,"1144134000000",SF,RC,KY8880086,"8880086",MT   1  09/15/2008  NW   1  04/04/2006,MINE RITE COAL CO INC,PERMANENT,"8880086",REDBUSH,PRESTONSBURG,10361.9263176,KYDMP,INACT
